	geneID	chrom	strand	start	CAT_geneClass	FDmean	TSS2kFD	TSSFD	TSSvar	PseudoVarFD	TSS2kFD_scaled	TSSFD_scaled	TSSvar_scaled	PseudoVarFD_scaled	pseudoVarPlus1	pseudoVarPlus1_scaled	TSS2kRATIO
1344	ENSG00000117411.12	1	+	44444890	coding_mRNA	26.48495150484952	21.83158420789605	9.338308457711443	3.8949751243781097	9.0	-0.4639291265557731	-1.7094775995804896	0.03871446474350762	0.8972774744033813	15.0	1.0870695710182192	0.8243014605444375
1345	ENSG00000117419.10	1	-	44820921	coding_mRNA	39.765323467653225	27.271864067966018	10.154228855721392	3.5410945273631844	10.0	-1.0789725713093004	-2.557302795239349	0.02641148919904234	0.8636300563812256	29.0	1.5568076372146606	0.685820249649172
1347	ENSG00000117448.9	1	+	46016498	coding_mRNA	33.30406959304069	22.628685657171413	9.422885572139306	26.855273631840795	16.0	-1.1068076590454947	-2.4759650360885543	0.2886734641453991	1.658855676651001	24.0	1.7349032163619995	0.6794570733751999
1348	ENSG00000117450.9	1	-	45987556	coding_mRNA	35.16928307169283	22.756621689155427	11.552238805970148	7.958507462686567	10.0	-1.1054655026713351	-2.1033223066756976	0.06312367091836353	0.8905950784683228	28.0	1.6661668419837952	0.647059584432412
1355	ENSG00000117481.6	1	+	46806479	coding_mRNA	31.934906509349066	19.121439280359823	11.940298507462687	5.836417910447762	8.0	-1.3109758830027023	-2.045695219466936	0.06109452625581247	0.8184986114501953	12.0	0.8512898683547974	0.5987629641177107
1356	ENSG00000117500.8	1	-	93645970	coding_mRNA	32.73552644735526	14.322838580709643	3.72636815920398	0.9597512437810946	5.0	-1.3445636197796156	-2.1183576761786616	0.005117847471594212	0.3651188611984253	18.0	0.9847051501274108	0.4375319457209096
1358	ENSG00000117505.8	1	+	93811464	coding_mRNA	34.93360663933607	20.227886056971517	9.855721393034823	9.55407960199005	13.0	-1.2302717137923542	-2.098000794500854	0.06686799089713485	1.0875720977783203	51.0	2.8242601454257965	0.5790380096109067
1360	ENSG00000117519.11	1	-	95392666	coding_mRNA	42.70992900709929	26.93953023488256	11.681592039800995	20.92810945273632	14.0	-1.31434615626503	-2.5859825190026964	0.1453664548435188	1.1667965650558472	23.0	1.13519549369812	0.6307556781563519
1361	ENSG00000117523.11	1	+	171454689	coding_mRNA	35.635336466353365	24.09195402298851	9.014925373134329	8.784776119402986	13.0	-0.9562993591827252	-2.2053399400331486	0.06029098071706308	1.0769712924957275	29.0	1.6793879270553589	0.6760692170182246
1363	ENSG00000117528.7	1	+	94883948	coding_mRNA	40.48265173482652	22.100449775112445	4.0	0.89	4.0	-1.3802257426779372	-2.739296197891236	0.0050175938660282785	0.3003396987915039	26.0	1.375646948814392	0.5459239656502001
1364	ENSG00000117533.10	1	-	171711205	coding_mRNA	38.243475652434746	23.910544727636186	11.766169154228857	19.140049751243783	17.0	-1.2519122937220386	-2.3126648528065847	0.1460228758091883	1.4848680496215818	30.0	1.778302788734436	0.6252189247896962
1365	ENSG00000117543.15	1	-	101491340	coding_mRNA	42.6052394760524	35.407796101949025	16.213930348258707	42.88900497512439	26.0	-0.7275210459088755	-2.6676462458733896	0.4382082849063944	2.6280925869941707	81.0	5.203396797180176	0.8310667076956834
1369	ENSG00000117592.8	1	+	173446474	coding_mRNA	37.578142185781424	17.235882058970514	4.447761194029852	42.04850746268657	21.0	-1.5672083627683917	-2.5524307240301103	0.2495776157790828	1.6178818941116333	44.0	2.3340235622599717	0.45866775355094896
1370	ENSG00000117593.8	1	+	173793811	coding_mRNA	35.969003099690035	20.873063468265862	8.557213930348258	10.147960199004977	13.0	-1.2495198532064418	-2.2689263417353085	0.06952561819239612	1.0760350227355957	27.0	1.528089463710785	0.5803069773831386
1373	ENSG00000117597.13	1	+	210001340	coding_mRNA	35.78272172782722	21.769115442278856	13.532338308457714	14.210199004975125	17.0	-1.2465162380444428	-1.9791811111554576	0.1124336377902828	1.5121572613716123	63.0	3.418202817440033	0.6083694697083266
1378	ENSG00000117614.5	1	-	25558993	coding_mRNA	31.490150984901515	19.818090954522734	10.835820895522387	34.28791044776119	19.0	-1.2128056690752178	-2.1461240480195234	0.3701931873987609	1.9742279648780825	36.0	2.7697947323322296	0.6293425193173846
1380	ENSG00000117620.8	1	+	100435569	coding_mRNA	39.53884611538846	27.600199900049976	12.184079601990051	36.770945273631845	22.0	-1.077835641765985	-2.469621946562582	0.2997089607080162	1.9861868619918823	27.0	1.7190611958503723	0.6980527408286713
1381	ENSG00000117625.9	1	+	211432711	coding_mRNA	30.851814818518147	12.9800099950025	4.990049751243782	1.8199004975124375	5.0	-1.3194764159370338	-1.9093756438487801	0.009920051993056095	0.3691502809524536	18.0	0.9626873135566713	0.42072111709978
1383	ENSG00000117640.13	1	+	26146469	coding_mRNA	34.2034796520348	17.794602698650674	7.99502487562189	8.364975124378109	11.0	-1.443652860970161	-2.3058195843625424	0.06474889860299113	0.9677798748016356	24.0	1.4919000267982483	0.5202570872812369
1387	ENSG00000117682.12	1	+	26758816	coding_mRNA	33.456154384561536	22.701149425287355	3.1890547263681586	0.4040796019900498	2.0	-1.0908611643499044	-3.0699384568342523	0.00415704730667685	0.20285654067993164	45.0	2.8732322454452515	0.678534333753639
1388	ENSG00000117691.5	1	+	212606262	coding_mRNA	39.41735826417358	24.03898050974513	5.358208955223881	13.781044776119403	16.0	-1.3983689534744579	-3.0970273777027035	0.11394746273008467	1.4548935890197754	32.0	1.995555639266968	0.6098577268582239
1389	ENSG00000117697.10	1	-	212965119	coding_mRNA	29.799420057994197	17.399800099950024	8.373134328358207	7.20507462686567	13.0	-1.1321820708616324	-1.9563871029004531	0.06006953442758716	1.1870014667510986	62.0	3.9429615736007686	0.5838972727015279
1391	ENSG00000117713.13	1	+	27022523	coding_mRNA	24.13438656134387	9.736131934032985	4.945273631840796	2.651990049751244	6.0	-1.2236793003864643	-1.6308449210219125	0.01915523497055016	0.5099282264709473	15.0	0.9317226409912108	0.4034132754642863
1393	ENSG00000117748.5	1	-	28241086	coding_mRNA	30.148485151484852	16.63768115942029	7.203980099502487	2.01318407960199	6.0	-1.0991183245132887	-1.8665599538319144	0.013323242052335229	0.4881064891815186	28.0	1.6911942064762115	0.5518579482790651
1394	ENSG00000117751.13	1	+	28157325	coding_mRNA	36.16628337166284	23.74012993503248	8.313432835820896	3.2462686567164183	7.0	-1.1513824537731538	-2.5807892801749768	0.0278708581350469	0.6486058235168457	49.0	3.209101021289825	0.6564160793374045
1395	ENSG00000117758.9	1	+	28099730	coding_mRNA	33.596940305969405	15.987006496751626	5.3681592039801	4.883781094527363	7.0	-1.4166143627363494	-2.270837437454148	0.03160414498928327	0.5631082057952881	19.0	1.131565809249878	0.4758470965259625
1398	ENSG00000117859.14	1	+	52082764	coding_mRNA	38.94670532946705	23.732133933033484	10.92537313432836	2.4694029850746273	9.0	-1.4406142274833758	-2.653241315291296	0.022139509501925832	0.8521783351898193	46.0	2.692742556333542	0.6093489483198408
1399	ENSG00000117862.7	1	-	52520863	coding_mRNA	35.893710628937114	23.226886556721638	11.691542288557216	35.954378109452726	23.0	-1.1370945011052875	-2.172616633016672	0.2897406463854927	2.064698576927185	34.0	2.080314576625824	0.6471018501496577
1402	ENSG00000118197.9	1	-	200639017	coding_mRNA	33.5014498550145	16.061969015492252	5.865671641791044	3.696865671641791	8.0	-1.5349151384884092	-2.4323301060282767	0.028637511461784282	0.7041105031967163	7.0	0.4274715185165405	0.4794410118070784
1404	ENSG00000118217.5	1	+	161736110	coding_mRNA	33.46775322467753	25.600699650174914	10.17910447761194	19.99776119402985	17.0	-0.8335629252066229	-2.4675762208540046	0.22450911690694147	1.8012549877166748	29.0	1.9443289637565613	0.7649363098356472
1407	ENSG00000118454.8	1	-	70820405	coding_mRNA	39.14158584141586	25.615192403798105	11.706467661691544	10.748407960199003	12.0	-1.2443055849678737	-2.523782236659112	0.0909566231044832	1.103891372680664	42.0	2.5999051481485367	0.654423980356324
1409	ENSG00000118655.4	1	+	114447969	coding_mRNA	32.11418858114189	15.116441779110446	4.860696517412936	8.60049751243781	12.0	-1.4453608859786535	-2.317432559544767	0.06218612237637167	1.0203899145126345	32.0	1.9958922863006592	0.4707091303557684
1412	ENSG00000118873.11	1	-	220445772	coding_mRNA	37.27037296270373	24.219890054972517	10.139303482587065	6.0904975124378105	12.0	-1.227302928647396	-2.5514796159753748	0.05386455397468947	1.128512620925903	27.0	1.732738375663757	0.6498429752556871
1415	ENSG00000119285.6	1	-	236767788	coding_mRNA	38.605339466053394	26.42278860569715	11.8955223880597	20.81402985074627	17.0	-1.105160809470632	-2.4230264615063644	0.17128947283815313	1.5421839952468872	41.0	2.247085928916931	0.6844335258062255
1418	ENSG00000120333.4	1	-	174992561	coding_mRNA	32.06489351064893	24.288355822088963	9.771144278606963	1.7273631840796018	7.0	-0.5299821974886958	-1.5193509871686868	0.008022943559543038	0.477060079574585	49.0	2.5932465195655823	0.7574750190273563
1422	ENSG00000120370.8	1	+	170501307	coding_mRNA	42.945905409459044	30.331334332833585	14.771144278606965	45.7073631840796	20.0	-1.1708673461950545	-2.6151430500087454	0.3937826577682842	1.856372952461243	45.0	2.874408423900604	0.7062683635062671
1423	ENSG00000120656.7	1	-	28969538	coding_mRNA	29.35416458354165	21.66466766616692	9.119402985074627	16.865671641791046	16.0	-0.8040776310031531	-2.1159146546724426	0.18441818735548576	1.6730926632881165	35.0	2.3243431076407437	0.7380440892640463
1425	ENSG00000120942.9	1	+	11333265	coding_mRNA	32.68643135686431	15.663168415792105	0.8308457711442786	3.7912437810945265	9.0	-1.4207819476453722	-2.6587054219411974	0.026408941078325882	0.7511508464813232	32.0	1.9448133707046509	0.4791948146551875
1426	ENSG00000120948.11	1	+	11072716	coding_mRNA	31.93950604939506	15.641679160419788	4.980099502487562	13.459601990049752	10.0	-1.3470170771082242	-2.2281977317819552	0.09194306321961672	0.8265010118484497	17.0	1.072177171707153	0.4897282737005898
1433	ENSG00000121486.7	1	-	185126085	coding_mRNA	35.235476452354774	16.615192403798098	3.582089552238806	2.6244776119402986	6.0	-1.3803188834248157	-2.3464608156858984	0.01442211051578936	0.4447791576385498	29.0	1.5836280584335327	0.4715472607916933
1438	ENSG00000121766.10	1	+	31769879	coding_mRNA	38.26287371262874	22.75812093953024	4.462686567164178	15.859850746268654	12.0	-1.1904023278510196	-2.5950637219557118	0.09348822623695513	0.9213192462921144	32.0	1.6832585930824282	0.5947833691335859
1440	ENSG00000121774.13	1	+	32479471	coding_mRNA	30.964903509649034	13.243378310844578	2.72636815920398	3.0497512437810945	6.0	-1.4307495319202583	-2.2798416258683845	0.019878756869349992	0.4844107627868652	8.0	0.4641249179840088	0.4276899589471604
1441	ENSG00000121775.13	1	+	32538567	coding_mRNA	31.29257074292571	17.899550224887555	6.840796019900497	4.38452736318408	9.0	-1.256455926856641	-2.293924452653572	0.0385887013764168	0.8443281650543213	23.0	1.578349471092224	0.572006383621713
1442	ENSG00000121848.9	1	+	145611125	coding_mRNA	33.03289671032897	19.121439280359823	5.746268656716418	18.290298507462687	12.0	-0.9103299188374104	-1.7855665879463083	0.07832008675317564	0.7852489948272705	28.0	1.5403371453285215	0.5788605052726359
1443	ENSG00000121851.8	1	-	145470400	coding_mRNA	30.018098190180982	28.38130934532733	6.0149253731343295	8.694776119402983	14.0	-0.14991922966967422	-2.198534752005961	0.0729436936390382	1.2823090553283691	48.0	2.832854390144348	0.9454732663447329
1445	ENSG00000121903.10	1	+	33938252	coding_mRNA	37.346465353464644	29.001999000499747	16.139303482587064	11.650497512437813	11.0	-0.8232404984932193	-2.092236202747668	0.11339679806484282	1.0852277278900146	34.0	1.9903768897056582	0.7765661013970421
1448	ENSG00000121931.11	1	-	111506574	coding_mRNA	31.822117788221178	17.06246876561719	3.487562189054726	3.961094527363184	6.0	-1.244009749143329	-2.388164032751055	0.028139127552174327	0.5057070255279541	25.0	1.6472931206226349	0.5361826915219574
1450	ENSG00000121940.11	1	-	109506075	coding_mRNA	37.669433056694324	23.571714142928535	7.825870646766169	3.16452736318408	10.0	-1.1490378695428891	-2.432406545278445	0.021022282897422924	0.8150522708892822	18.0	1.0567127466201782	0.6257517629068629
1455	ENSG00000122218.10	1	-	160313037	coding_mRNA	31.477052294770523	19.175912043978013	8.626865671641793	4.7350746268656705	10.0	-1.1163866781927028	-2.073762584681534	0.039000082324527806	0.9075473546981812	23.0	1.4142603874206543	0.6092029159656677
1458	ENSG00000122406.8	1	+	93297597	coding_mRNA	38.274972502749726	23.84257871064468	7.034825870646767	4.043781094527363	8.0	-1.2157791261298247	-2.631657566004132	0.028695927650921594	0.6739168167114258	32.0	1.7542920112609863	0.6229286960018533
1461	ENSG00000122435.5	1	+	100598719	coding_mRNA	39.88211178882111	22.04847576211894	10.28358208955224	53.974179104477614	25.0	-1.4238437053448203	-2.3631569117455933	0.3440573995531788	1.9960087537765503	36.0	1.8117842674255369	0.5528412306466451
1463	ENSG00000122481.12	1	+	95699781	coding_mRNA	39.897710228977104	20.904547726136936	5.577114427860696	2.795273631840796	8.0	-1.4329330731962415	-2.589306369942812	0.015910424991900568	0.6035575866699219	29.0	1.5712825655937197	0.5239535704220508
1466	ENSG00000122484.8	1	+	92764616	coding_mRNA	39.51284871512848	25.919040479760124	7.248756218905473	13.487810945273633	13.0	-1.1529215346390698	-2.7363904756100017	0.09701943494986273	1.1025593280792236	37.0	1.844798564910889	0.6559648651664127
1468	ENSG00000123091.4	1	+	51701972	coding_mRNA	36.24807519248076	19.055972013993003	5.746268656716418	17.35029850746269	16.0	-1.2517405150515	-2.2208072255499918	0.09197663366665997	1.1649445295333862	23.0	1.1336071491241455	0.5257099008100145
1469	ENSG00000123472.8	1	-	47134036	coding_mRNA	40.389261073892605	27.01899050474763	8.761194029850746	21.18268656716418	12.0	-1.1766894429713592	-2.7835198172289344	0.1640681937332586	1.0560948848724363	15.0	0.9112269878387452	0.6689647145392454
1471	ENSG00000123684.8	1	-	212004105	coding_mRNA	36.61113888611139	17.856571714142927	5.2288557213930345	7.407363184079603	9.0	-1.3872776501474604	-2.3213513591396278	0.040529981515672435	0.6657311916351318	26.0	1.2602211236953735	0.487736034917966
1480	ENSG00000125944.14	1	-	23670774	coding_mRNA	33.669333066693326	15.412293853073466	5.8955223880597005	2.3640298507462685	7.0	-1.461886911461691	-2.223918681120991	0.01515723818087435	0.5605076551437378	12.0	0.6881152391433716	0.4577546523581052
1482	ENSG00000126067.7	1	-	36107120	coding_mRNA	36.304969503049705	25.78860569715143	11.696517412935323	39.35243781094528	19.0	-0.9275791159272938	-2.1705492984003096	0.30615568700442464	1.6758646965026855	46.0	2.4987689263070934	0.7103326638240289
1483	ENSG00000126070.14	1	+	36396706	coding_mRNA	35.99050094990501	19.423288355822088	7.557213930348259	7.2379601990049744	8.0	-1.3468402624057525	-2.3114990452628823	0.047835413484599736	0.6503641605377197	16.0	0.8639634847640991	0.5396781884991615
1485	ENSG00000126091.15	1	+	44173207	coding_mRNA	36.590440955904405	23.29135432283858	5.308457711442786	1.9743781094527364	8.0	-1.1804082280919441	-2.7765448816973177	0.015554327398392184	0.7100687026977539	33.0	2.0413773059844966	0.6365420507204949
1487	ENSG00000126107.10	1	-	45476996	coding_mRNA	31.645835416458354	17.60119940029985	14.233830845771143	105.41004975124378	29.0	-1.1144842302705025	-1.3816950887960582	0.6637566762586039	2.3012375440448523	30.0	1.7071527838706968	0.5561932294935031
1488	ENSG00000126698.6	1	-	28559540	coding_mRNA	29.590440955904413	18.788605697151425	9.527363184079602	2.290497512437811	7.0	-0.865012962253823	-1.606654961310809	0.014688584280198782	0.5605612993240356	23.0	1.3708614706993103	0.6349552453493394
1491	ENSG00000127054.14	1	-	1260040	coding_mRNA	27.34886511348865	10.688655672163918	2.890547263681592	2.5979601990049748	7.0	-1.433686738313436	-2.1047493978519345	0.019238894975529525	0.6023818254470825	16.0	1.0356731414794922	0.3908262967333222
1494	ENSG00000127125.7	1	+	42922214	coding_mRNA	36.21237876212379	19.980009995002497	6.199004975124378	11.560199004975125	9.0	-1.3598772300400774	-2.5143898909364766	0.08113364193673676	0.7539808750152588	40.0	2.4514752030372615	0.5517453058317318
1500	ENSG00000127483.13	1	-	21113800	coding_mRNA	31.71332866713329	14.258870564717641	5.562189054726368	8.507363184079601	10.0	-1.4295287290657837	-2.1417912126180543	0.05706474956263605	0.8190047740936279	14.0	0.7977250814437866	0.4496175949986321
1502	ENSG00000130695.9	1	+	26560691	coding_mRNA	32.75942405759424	17.28135932033983	2.91044776119403	3.841940298507463	7.0	-1.3207550412216138	-2.547035875605113	0.027974474683023384	0.5973153114318848	25.0	1.4297438859939575	0.5275232949748301
1504	ENSG00000130764.5	1	-	3713058	coding_mRNA	31.94960503949605	18.991504247876065	7.164179104477612	4.9979104477611935	11.0	-1.1552373376609324	-2.2096640601086968	0.03972356502530685	0.9806692600250244	27.0	1.4709615707397459	0.5944206266211678
1507	ENSG00000130770.13	1	+	28562635	coding_mRNA	29.804619538046197	18.358820589705147	4.6318407960199	0.4537810945273632	4.0	-0.8776461821247724	-1.930209773096872	0.002668042435754843	0.3067138195037842	33.0	1.8529443740844729	0.6159723181928138
1508	ENSG00000130772.9	1	+	28655577	coding_mRNA	31.258874112588746	18.117941029485262	5.512437810945274	21.721094527363185	16.0	-1.15222293802019	-2.2574983781843043	0.16699458515831	1.4029114246368408	31.0	2.0174453556537633	0.5796095202990278
1510	ENSG00000130939.14	1	+	10093016	coding_mRNA	29.900809919008104	17.53473263368316	3.6915422885572142	3.964378109452736	8.0	-1.090301170765512	-2.3108375386812203	0.03081797951686504	0.7053496837615967	43.0	2.7230390049517155	0.5864300225037128
1516	ENSG00000131591.13	1	-	1051469	coding_mRNA	28.804419558044195	12.377311344327836	9.35323383084577	12.99960199004975	10.0	-1.308890987816418	-1.5498456338151771	0.08253055071311907	0.7967871427536011	19.0	1.0778900384902954	0.4297018143131175
1518	ENSG00000131697.13	1	-	6052485	coding_mRNA	29.789921007899213	10.56271864067966	2.1243781094527363	1.9594527363184082	5.0	-1.3965013652727165	-2.009391019593424	0.010336776317917958	0.36315762996673584	21.0	1.1716376543045044	0.3545735699627673
1520	ENSG00000131779.6	1	+	145516372	coding_mRNA	32.071492850714925	19.241879060469767	6.940298507462686	2.386417910447761	5.0	-1.1420252334632757	-2.237047636686866	0.01890909023053539	0.44507384300231934	29.0	1.8270524144172668	0.5999683005102405
1522	ENSG00000131788.11	1	+	145575287	coding_mRNA	33.90950904909509	19.509245377311345	11.124378109452737	3.5194527363184083	9.0	-1.1401638950503756	-1.8040491538261296	0.022063213537047204	0.7125893831253052	22.0	1.272940993309021	0.5753325814615994
1524	ENSG00000131795.8	1	+	145507609	coding_mRNA	30.767723227677237	18.541729135432288	8.17412935323383	4.53452736318408	9.0	-1.2591122829358556	-2.32683507008339	0.04809418701627925	0.9268784523010254	50.0	3.6425986923277383	0.6026357230993613
1528	ENSG00000132128.12	1	-	46768949	coding_mRNA	29.90810918908109	16.086456771614188	3.4577114427860702	12.889452736318407	14.0	-1.1770939052938998	-2.2525962092983187	0.09348389068849408	1.1922825574874878	25.0	1.6020575761795044	0.5378627137514619
1531	ENSG00000132485.8	1	-	71546718	coding_mRNA	38.622437756224386	21.2263868065967	11.343283582089553	12.926567164179106	11.0	-1.3877148161465855	-2.1761080773908703	0.08225878717506596	0.8774901628494263	29.0	1.5352645516395569	0.5495869251074361
1532	ENSG00000132676.11	1	+	155658882	coding_mRNA	33.357564243575645	14.073463268365815	8.925373134328359	11.279402985074627	10.0	-1.4680268924603281	-1.8599318485354903	0.06536651431491253	0.7612627744674683	25.0	1.3738762140274048	0.4218972094485656
1534	ENSG00000132680.6	1	-	155904200	coding_mRNA	31.54924507549245	18.57171414292853	5.8706467661691555	5.64318407960199	12.0	-1.1697533198114278	-2.3145870604918373	0.045848875245482514	1.0816416740417478	41.0	2.5286728143692017	0.5886579567431584
1544	ENSG00000132716.14	1	-	160254923	coding_mRNA	36.42205779422058	24.52423788105947	10.92537313432836	5.599402985074628	12.0	-1.2046697715326198	-2.581572536212295	0.05740410037979244	1.2150156497955322	48.0	3.340138778090477	0.6733347692658638
1546	ENSG00000132763.10	1	+	45965991	coding_mRNA	36.16708329167084	24.83808095952024	14.721393034825873	23.09199004975125	15.0	-0.9945231061489292	-1.8826224946264007	0.17795400732701233	1.316783785820007	34.0	2.282347068190574	0.6867593042881722
1547	ENSG00000132768.9	1	+	44435682	coding_mRNA	32.568043195680424	26.42528735632184	5.4278606965174125	35.67601990049751	22.0	-0.5543138542264209	-2.449092850756289	0.29051020245677145	1.985249757766724	45.0	2.6044927239418034	0.8113870151040171
1548	ENSG00000132773.7	1	+	45805842	coding_mRNA	35.34906509349065	23.84657671164418	8.2636815920398	2.3151243781094526	5.0	-1.1426170405218268	-2.6905674317582924	0.022845061365138846	0.4966826438903809	29.0	2.0928892493247986	0.6746027553649616
1550	ENSG00000132781.13	1	-	45806086	coding_mRNA	35.22837716228377	24.06196901549225	19.616915422885565	20.757512437810945	17.0	-1.1049210524734767	-1.5447610761988817	0.2032407457644224	1.6821574568748474	16.0	1.1615705490112305	0.6830280289281533
1555	ENSG00000132881.7	1	-	16563668	coding_mRNA	37.27697230276972	24.237381309345327	10.452736318407961	2.3790049751243783	6.0	-1.1344675131715547	-2.3337560079584074	0.018007425235787453	0.5220105648040771	19.0	1.1069921255111694	0.6501971542239352
1567	ENSG00000133226.12	1	+	24969793	coding_mRNA	31.57104289571043	14.92753623188406	4.124378109452737	8.289452736318408	10.0	-1.1961376234043812	-1.972540354847315	0.042815251487201486	0.7186812162399292	27.0	1.5421900749206543	0.4728236656988062
1570	ENSG00000134186.7	1	+	109234949	coding_mRNA	34.43455654434557	19.411794102948527	8.398009950248756	3.2407960199004977	7.0	-1.1981961540970905	-2.07664137752495	0.020616174860717828	0.5583109855651855	38.0	2.093612849712372	0.5637300447865387
1585	ENSG00000134248.9	1	-	110950316	coding_mRNA	36.32936706329368	24.257871064467768	13.64179104477612	3.7710447761194033	9.0	-1.1158738000619075	-2.097210779711975	0.03222328021739911	0.8319486379623413	19.0	1.0882998704910278	0.6677207181233097
1587	ENSG00000134250.13	1	-	120612271	coding_mRNA	62.77832216778322	43.45727136431785	8.721393034825871	33.44199004975124	25.0	-0.7292090572122631	-2.040199707396588	0.047635943033820405	0.9435421228408812	48.0	1.4788604974746704	0.6922337180049609
1589	ENSG00000134255.9	1	+	111682869	coding_mRNA	35.395960403959606	19.603198400799602	8.203980099502488	7.84318407960199	13.0	-1.38773547820207	-2.3894032097574494	0.06056051569966465	1.1423308849334717	29.0	1.8304835855960848	0.5538258653551513
1593	ENSG00000134262.8	1	-	114447421	coding_mRNA	32.22857714228577	17.255372313843083	10.228855721393037	16.4573631840796	14.0	-1.2678080487471337	-1.8627557920579292	0.11798797680597445	1.1854050159454346	11.0	0.6635347604751587	0.5354059609166867
1596	ENSG00000134371.9	1	+	193091164	coding_mRNA	36.83941605839416	17.966016991504247	3.4676616915422884	1.3901990049751245	4.0	-1.4429587869365503	-2.551425231629936	0.008126146774786888	0.3058185577392578	12.0	0.7176353931427002	0.4876846300447952
1597	ENSG00000134375.6	1	+	201924634	coding_mRNA	35.237876212378765	22.36131934032984	9.044776119402988	4.072985074626866	11.0	-1.1774533092398485	-2.3951396568497616	0.03405655488410952	1.0058578252792358	59.0	3.9071216583251953	0.6345819255836563
1600	ENSG00000134644.11	1	-	31538564	coding_mRNA	34.351564843515646	18.167416291854074	6.955223880597014	5.962985074626866	8.0	-1.310702973484308	-2.218742979106618	0.03911044084109597	0.6478946208953857	32.0	1.76021546125412	0.528867210987724
1602	ENSG00000134684.6	1	-	33282959	coding_mRNA	33.408859114088585	16.762618690654673	6.840796019900497	0.5345273631840796	4.0	-1.298943698123239	-2.07316590067166	0.0032547546722309514	0.312129020690918	25.0	1.4320490956306458	0.5017417276480968
1605	ENSG00000134697.8	1	-	38061536	coding_mRNA	36.57054294570543	23.030484757621192	8.293532338308458	5.408407960199004	8.0	-1.274324920838294	-2.6612957627026	0.04790587700437015	0.7529213428497314	46.0	3.040516257286072	0.6297550679467208
1609	ENSG00000134717.13	1	+	52521967	coding_mRNA	36.385261473852616	21.4087956021989	9.870646766169155	10.39318407960199	14.0	-1.2932868745068142	-2.289659189940685	0.07750319724270767	1.208964467048645	31.0	1.8353242874145508	0.5883919679286573
1610	ENSG00000134744.9	1	-	53018764	coding_mRNA	38.93100689931007	19.511744127936034	9.741293532338311	1.2527363184079603	4.0	-1.4006615480457407	-2.105379051236964	0.0065171985316319824	0.2885098457336426	28.0	1.3713379502296448	0.5011877596282212
1611	ENSG00000134748.12	1	+	52870274	coding_mRNA	37.49815018498151	22.654172913543228	10.099502487562187	4.570049751243782	10.0	-1.2790509300759767	-2.3608407398954547	0.03393094620087298	0.8616632223129272	29.0	1.771645188331604	0.6041410790075857
1616	ENSG00000135763.5	1	+	229761994	coding_mRNA	36.728327167283275	18.810094952523734	7.935323383084578	9.050796019900496	10.0	-1.2367284839320325	-1.9873125713262985	0.043116680462862385	0.6902066469192505	40.0	1.9186019003391264	0.5121413471093049
1619	ENSG00000135775.9	1	+	230778251	coding_mRNA	38.695930406959306	23.89905047476261	4.621890547263682	5.026318407960199	9.0	-1.3218714900944066	-3.043986411830087	0.04011325386009602	0.8040101528167725	24.0	1.4960343241691592	0.6176114703386087
1621	ENSG00000135778.7	1	+	233086357	coding_mRNA	40.6013398660134	26.661169415292353	7.930348258706468	0.8651243781094528	4.0	-1.1810810642371858	-2.7680500395855496	0.006210145277306628	0.338900089263916	36.0	1.9605172276496887	0.6566573788765505
1622	ENSG00000135801.5	1	-	229761803	coding_mRNA	36.51374862513749	17.73113443278361	8.537313432835822	16.509850746268658	13.0	-1.3061422502853792	-1.9454802108641287	0.07983844307649209	0.9040193557739258	21.0	1.0163458585739136	0.4856015911928802
1626	ENSG00000135828.7	1	-	182558388	coding_mRNA	36.28047195280472	27.18940529735132	18.53731343283582	19.309850746268662	13.0	-0.9612527163359508	-1.8760900052625744	0.2158859352195952	1.3745675086975098	35.0	2.1335197985172267	0.7494225911041217
1627	ENSG00000135829.12	1	+	182808482	coding_mRNA	36.75552444755525	17.781109445277366	9.601990049751244	4.490796019900498	11.0	-1.45421385741525	-2.081067891856331	0.026378076935633318	0.8430485725402832	25.0	1.4338688850402832	0.4837669904737287
1629	ENSG00000135837.11	1	+	179923945	coding_mRNA	31.654534546545342	18.41329335332334	4.980099502487562	11.60960199004975	16.0	-1.1382132043269857	-2.2929266062541984	0.08578418361323145	1.3753553628921509	37.0	2.2876304984092712	0.5816952805370785
1632	ENSG00000135845.5	1	-	172413209	coding_mRNA	39.53364663533647	28.87256371814093	8.502487562189055	36.81124378109453	22.0	-0.986277697046568	-2.8707534116299	0.31504767643688103	2.0352632999420166	30.0	1.807282328605652	0.7303288761713596
1633	ENSG00000135847.5	1	-	180471712	coding_mRNA	38.97540245975402	21.860569715142432	6.059701492537314	10.18641791044776	11.0	-1.3417455854526406	-2.580480764161295	0.06260608605532958	0.8623631000518799	25.0	1.3988572359085083	0.560881179808615
1636	ENSG00000136628.13	1	-	220219801	coding_mRNA	37.89021097890211	25.47626186906547	10.572139303482587	12.986019900497514	12.0	-1.0601262920287096	-2.332908382463218	0.09470465123163016	1.024775743484497	41.0	2.5091415643692017	0.6723705466631228
1638	ENSG00000136631.8	1	+	150039844	coding_mRNA	37.186881311868824	30.05147426286857	17.17412935323383	34.66452736318408	18.0	-0.7688054030445562	-2.1562766844953467	0.4024210012932175	1.9394123554229736	42.0	2.56040871143341	0.8081203156253153
